word1,word2,count
aerosols,instrument,4
aerosol,aerosols,3
catalyst,mea,1
catalyst,electrode,1
catalyst,membrane,1
aerogel,catalyst,1
electrode,mea,1
mea,membrane,1
aerogel,mea,1
electrode,membrane,1
aerogel,electrode,1
aerogel,membrane,2
cathodes,li,1
batteries,cathodes,1
cathodes,density,1
cathodes,energy,2
heat,mems,1
coolers,mems,1
mems,micro,2
coolers,heat,2
heat,micro,3
coolers,micro,1
coolers,stirling,1
micro,stirling,1
filter,tuning,2
filter,narrow,1
optical,tuning,1
cavity,tuning,2
narrow,tuning,1
cavity,optical,1
narrow,optical,1
cavity,narrow,1
nonlinear,volterra,2
kernel,volterra,1
identification,volterra,1
cycle,volterra,1
kernel,nonlinear,1
identification,nonlinear,1
cycle,nonlinear,1
identification,kernel,1
cycle,kernel,1
cycle,identification,1
cfd,modeling,1
cfd,errors,1
modeling,uncertainty,2
errors,uncertainty,1
error,modeling,1
error,errors,1
errors,modeling,1
contract,sensor,1
contract,flight,1
contract,near,1
contract,shear,1
processor,programmable,2
channels,processor,1
analog,processor,1
functions,processor,1
channels,programmable,1
analog,programmable,1
functions,programmable,2
analog,channels,1
channels,functions,1
analog,functions,1
data,viewing,3
imager,smart,1
imager,speed,1
imager,imaging,2
imager,vertical,1
smart,speed,1
imaging,smart,1
smart,vertical,1
imaging,speed,1
speed,vertical,1
imaging,vertical,1
bandgap,titania,1
template,titania,1
light,titania,1
layer,titania,1
bandgap,template,1
bandgap,light,1
bandgap,layer,1
light,template,1
layer,template,1
layer,light,1
popularity,sinda,1
msc,popularity,1
popularity,thermal,1
fea,popularity,1
900,solar,1
cavity,thrust,1
900,cavity,1
storage,thrust,1
900,thrust,1
900,storage,1
food,foods,3
food,products,1
food,processed,1
foods,products,1
foods,processed,1
foods,shelf,1
processed,products,1
products,shelf,1
processed,shelf,1
mcm,memory,1
memory,peripheral,1
hard,mcm,1
hard,peripheral,1
fab,mcm,1
fab,peripheral,1
mcm,peripheral,1
cryogens,flow,1
cryogens,flowmeters,1
cryogens,flowmeter,1
cryogens,expects,1
flow,flowmeters,2
flow,flowmeter,4
expects,flow,1
flowmeter,flowmeters,1
expects,flowmeters,1
expects,flowmeter,1
aptamers,dna,1
bioreactor,dna,1
affinity,dna,1
dna,subjects,1
aptamers,bioreactor,1
affinity,aptamers,1
aptamers,subjects,1
affinity,bioreactor,1
bioreactor,subjects,1
affinity,subjects,1
lift,methanol,1
gas,methanol,1
cracking,methanol,1
converted,methanol,1
cracking,lift,1
converted,lift,1
cracking,gas,1
converted,gas,1
converted,cracking,1
pushbroom,sight,1
registered,sight,1
line,sight,1
hyperspectral,sight,1
pushbroom,registered,1
line,pushbroom,1
hyperspectral,pushbroom,1
line,registered,1
hyperspectral,registered,1
hyperspectral,line,1
carbothermal,regolith,4
oxygen,regolith,5
ceramics,regolith,2
carbothermal,lunar,2
lunar,oxygen,6
ceramics,lunar,2
carbothermal,oxygen,2
carbothermal,ceramics,1
ceramics,oxygen,2
crop,vegetable,1
compressible,vegetable,1
beams,vegetable,1
crop,growing,1
compressible,growing,1
beams,growing,1
compressible,crop,1
beams,crop,1
beams,compressible,1
interrogate,plumes,1
agile,interrogate,1
interrogate,temperature,1
exhaust,interrogate,1
agile,plumes,1
plumes,temperature,1
exhaust,plumes,1
agile,temperature,1
agile,exhaust,1
exhaust,temperature,1
grant,texas,1
grant,outreach,1
grant,scientific,1
grant,spacecraft,1
outreach,texas,1
scientific,texas,1
spacecraft,texas,1
outreach,scientific,1
outreach,spacecraft,1
scientific,spacecraft,2
antenna,beam,3
antenna,telemetry,1
antenna,hand,1
beam,shifter,1
shifter,telemetry,1
hand,shifter,1
beam,telemetry,1
beam,hand,1
hand,telemetry,1
helium,recovery,2
helium,hydrogen,9
gas,recovery,1
hydrogen,recovery,4
recovery,streams,1
hydrogen,streams,1
energetic,lox,1
lox,space,1
lox,propellant,1
energetic,space,1
energetic,lh2,1
lh2,space,1
propellant,space,2
lh2,propellant,1
polaronyx,pulse,1
pulse,stimulated,1
fiber,pulse,4
pulse,scattering,1
polaronyx,stimulated,1
polaronyx,scattering,1
fiber,stimulated,1
scattering,stimulated,1
fiber,scattering,1
gis,visualization,1
datasets,gis,1
computing,gis,1
gis,users,1
datasets,visualization,1
computing,visualization,1
users,visualization,1
computing,datasets,1
datasets,users,1
mission,msr,1
msr,sample,1
mission,spheres,1
sample,spheres,1
mission,retrieval,1
retrieval,sample,1
mission,sample,1
integration,optimization,1
industry,integration,1
integration,problems,1
integration,modelcenter,1
industry,optimization,1
optimization,problems,3
modelcenter,optimization,1
industry,problems,1
industry,modelcenter,1
modelcenter,problems,1
electrostatic,poc,1
electrostatic,field,1
electrostatic,optical,1
field,poc,1
charge,poc,1
optical,poc,3
charge,field,1
field,optical,1
charge,optical,1
conjugate,spacecraft,1
conjugate,poc,1
conjugate,phase,2
conjugate,motion,1
poc,spacecraft,3
phase,spacecraft,1
motion,spacecraft,1
phase,poc,1
motion,poc,1
motion,phase,1
corrected,nm,1
corrected,inter,1
aberration,corrected,1
corrected,spacecraft,1
inter,nm,1
aberration,nm,1
nm,spacecraft,1
aberration,inter,1
inter,spacecraft,1
aberration,spacecraft,1
molecular,walled,1
cnt,molecular,1
electronics,molecular,1
molecular,nanotubes,1
cnt,walled,1
electronics,walled,1
nanotubes,walled,1
cnt,electronics,1
electronics,nanotubes,1
devices,mobility,1
mobility,photovoltaic,1
fullerenes,mobility,1
increase,mobility,1
devices,photovoltaic,2
devices,fullerenes,1
devices,increase,1
fullerenes,photovoltaic,1
increase,photovoltaic,1
fullerenes,increase,1
fpga,programmable,2
fpga,reconfigurable,2
fpga,processor,1
fpga,tolerant,1
programmable,reconfigurable,1
programmable,tolerant,1
processor,tolerant,4
aluminum,cartridges,1
cartridges,containment,1
cartridges,obtainable,1
cartridges,tantalum,1
aluminum,containment,1
aluminum,obtainable,1
aluminum,tantalum,1
containment,obtainable,1
containment,tantalum,1
obtainable,tantalum,1
properties,tungsten,1
hfc,properties,1
additions,properties,1
properties,rhenium,1
northwestern,powdermet,1
northwestern,weight,1
northwestern,technologies,1
lighter,northwestern,1
powdermet,weight,1
powdermet,technologies,1
lighter,powdermet,1
technologies,weight,1
lighter,weight,1
lighter,technologies,1
clusters,decentralized,1
agents,decentralized,1
agents,clusters,1
clusters,reconfigurable,1
clusters,post,1
agents,post,1
planner,rendezvous,1
relative,rendezvous,1
intermediate,rendezvous,1
planner,range,1
range,relative,1
planner,relative,1
intermediate,planner,1
intermediate,relative,1
corrosion,hidden,1
corrosion,protection,1
corrosion,instrument,1
corrosion,technique,1
hidden,protection,1
hidden,instrument,1
hidden,technique,1
instrument,protection,1
protection,technique,1
instrument,technique,1
aluminum,slurry,1
aluminum,propellants,1
aluminum,higher,1
aluminum,indicates,1
propellants,slurry,1
higher,slurry,1
indicates,slurry,1
higher,propellants,1
indicates,propellants,1
higher,indicates,1
energy,urfc,1
cell,urfc,1
pem,urfc,1
fuel,urfc,3
cell,energy,2
energy,pem,1
energy,fuel,1
crystals,solidifying,3
crucible,crystals,3
charge,crystals,3
crystals,growth,7
crucible,solidifying,3
charge,solidifying,3
growth,solidifying,3
charge,crucible,3
crucible,growth,3
charge,growth,4
ozone,tropospheric,1
ozone,pulse,2
ozone,rate,1
global,ozone,1
pulse,tropospheric,1
rate,tropospheric,1
global,tropospheric,1
global,pulse,1
global,rate,1
linewidth,opo,1
linewidth,mwir,1
dial,linewidth,1
laser,linewidth,11
compacted,waste,2
compacted,crewed,1
compacted,wastes,1
compacted,solid,1
crewed,waste,1
waste,wastes,2
crewed,wastes,1
crewed,solid,1
solid,wastes,5
assembly,load,1
assembly,composites,1
assembly,structures,1
assembly,relate,1
composites,load,1
load,structures,1
load,relate,1
composites,structures,2
composites,relate,1
relate,structures,1
mhd,planetary,1
entry,mhd,1
ionization,mhd,1
mhd,models,1
entry,planetary,1
ionization,planetary,1
models,planetary,1
entry,ionization,1
entry,models,1
ionization,models,1
connectors,voltage,1
interconnection,voltage,1
need,voltage,1
connectors,interconnection,1
connectors,need,1
connectors,high,1
interconnection,need,1
high,interconnection,1
high,need,1
motion,sickness,4
modern,sickness,1
great,sickness,1
episodes,sickness,1
modern,motion,1
great,motion,1
episodes,motion,1
great,modern,1
episodes,modern,1
episodes,great,1
photodiodes,rmd,1
gain,photodiodes,1
position,rmd,1
gain,position,1
rmd,sensitive,1
gain,sensitive,1
gain,rmd,1
photons,pixel,1
cmos,photons,1
geiger,photons,1
digital,photons,1
charge,surface,1
electrical,surface,1
jacketed,surface,1
electrical,electrostatic,1
electrostatic,jacketed,1
charge,electrical,1
charge,jacketed,1
electrical,jacketed,1
paper,procedures,1
electronically,procedures,2
electronically,paper,1
paper,procedure,2
paper,training,1
electronically,procedure,2
electronically,training,1
functionalized,therapeutic,1
nanoparticle,therapeutic,1
nanoparticles,therapeutic,1
delivery,functionalized,1
functionalized,nanoparticle,1
functionalized,nanoparticles,2
delivery,nanoparticle,1
delivery,nanoparticles,1
fdir,hm,1
hm,intelligent,1
hm,planning,1
hm,implement,1
fdir,intelligent,1
fdir,planning,1
fdir,implement,1
intelligent,planning,2
implement,intelligent,1
implement,planning,1
formation,tasking,1
formation,multiple,1
spacecraft,tasking,1
multiple,spacecraft,1
flying,tasking,1
flying,multiple,1
multiple,tasking,1
planning,tpf,2
path,tpf,2
toolbox,tpf,2
collision,tpf,2
path,planning,4
planning,toolbox,2
collision,planning,2
path,toolbox,2
collision,path,2
collision,toolbox,2
estimator,rate,1
adcs,rate,1
loss,rate,1
partial,rate,1
adcs,estimator,1
estimator,loss,1
estimator,partial,1
adcs,loss,1
adcs,partial,1
loss,partial,1
parallelization,stars,1
parallelization,software,1
parallelization,planned,1
analysis,parallelization,1
software,stars,4
planned,stars,1
analysis,stars,1
planned,software,1
analysis,planned,1
axisymmetric,plume,1
axisymmetric,sierra,1
axisymmetric,rocket,1
axisymmetric,engine,2
rocket,sierra,1
engine,sierra,1
error,human,2
error,tool,1
engineers,error,1
error,exist,1
human,tool,2
engineers,human,2
exist,human,1
engineers,tool,1
exist,tool,1
engineers,exist,1
grid,tether,1
electrode,tether,1
sphere,tether,1
collection,tether,1
optics,sic,1
sic,stressing,1
optics,ssg,1
ssg,stressing,1
process,ssg,1
optics,stressing,1
process,stressing,1
aspheric,beryllium,1
beryllium,optics,1
aspheric,bare,1
bare,optics,1
aspheric,ccos,1
ccos,optics,1
ceramic,coating,2
cmc,coating,1
coating,fibers,3
ceramic,cmc,5
ceramic,coatings,1
ceramic,fibers,2
cmc,fibers,1
lbm,titanium,1
aerospace,titanium,1
gamma,titanium,1
ferrous,lbm,1
aerospace,lbm,1
gamma,lbm,1
aerospace,ferrous,1
ferrous,gamma,1
aerospace,gamma,1
gan,nitride,2
gan,hemts,2
gan,mm,2
density,gan,1
hemts,nitride,1
mm,nitride,1
density,nitride,1
hemts,mm,1
density,hemts,1
density,mm,1
attitude,points,1
attitude,referencing,1
attitude,position,1
attitude,cost,2
points,referencing,1
points,position,1
cost,points,1
position,referencing,1
cost,referencing,1
cost,position,1
application,scenario,1
airspace,scenario,1
initial,scenario,1
scenario,user,1
airspace,application,1
application,initial,1
application,user,1
airspace,initial,1
airspace,user,1
initial,user,1
bus,ieee,3
1553b,bus,3
bus,std,4
avionics,bus,2
1553b,ieee,3
ieee,std,3
avionics,ieee,2
1553b,std,3
1553b,avionics,2
avionics,std,2
hmd,interface,1
fov,interface,1
interface,telepresence,1
camera,interface,1
encapsulated,polyethylene,1
aerogel,encapsulated,1
acr,encapsulated,1
encapsulated,shielding,1
aerogel,polyethylene,1
acr,polyethylene,1
acr,aerogel,1
aerogel,shielding,1
load,sensor,1
load,signal,1
load,wire,1
sensor,torque,2
sensor,wire,1
signal,torque,1
signal,wire,1
torque,wire,1
encryption,quantum,2
quantum,siwave,1
quantum,transmission,1
network,quantum,1
encryption,siwave,1
encryption,transmission,1
encryption,network,2
siwave,transmission,1
network,siwave,1
network,transmission,2
scale,swnt,1
continuous,swnt,1
process,swnt,1
continuous,scale,1
process,scale,1
nanotubes,scale,1
continuous,process,1
continuous,nanotubes,1
nanotubes,process,1
detonation,rotating,1
detonation,pde,2
detonation,pulse,2
detonation,flow,1
pde,rotating,1
pulse,rotating,1
flow,rotating,1
pde,pulse,2
flow,pde,1
chip,sefi,1
reset,sefi,1
companion,sefi,1
restore,sefi,1
chip,reset,1
chip,companion,1
chip,restore,1
companion,reset,1
reset,restore,1
companion,restore,1
mach,nozzle,1
expansion,mach,1
flight,mach,1
mach,ramp,1
expansion,nozzle,1
flight,nozzle,1
nozzle,ramp,1
expansion,flight,1
expansion,ramp,1
flight,ramp,1
advisors,developer,1
advisors,interface,1
advisors,expertise,1
advisors,factors,1
developer,expertise,1
developer,factors,1
expertise,interface,1
factors,interface,1
expertise,factors,1
skills,students,1
interactive,students,2
authoring,skills,1
authoring,interactive,1
interactive,skills,1
skills,tool,1
interactive,tool,1
mixer,mixing,1
fuel,mixing,1
mixing,steam,1
mixing,reformer,1
fuel,mixer,1
mixer,steam,1
mixer,reformer,1
fuel,steam,2
reformer,steam,2
efficient,magnet,1
10k,efficient,1
efficient,nb3sn,1
efficient,solenoid,1
cryocooling,fir,1
4k,cryocooling,1
cooling,cryocooling,1
cryocooling,mirrors,1
4k,fir,1
cooling,fir,1
fir,mirrors,1
4k,cooling,1
4k,mirrors,1
packaging,tda,2
nanocomposites,packaging,2
cryogenic,microspheres,1
microspheres,storage,1
cryogenic,vacuum,2
cryogenic,storage,8
precision,radiometer,3
radiometer,stability,3
radiometer,ssm,3
qei,radiometer,3
precision,stability,3
precision,ssm,3
precision,qei,3
ssm,stability,3
qei,stability,3
qei,ssm,3
anytime,operations,2
operations,operators,1
operations,philosophy,1
information,operations,2
anytime,operators,1
anytime,philosophy,1
anytime,information,1
operators,philosophy,1
information,operators,1
information,philosophy,1
mxer,reboost,1
launch,reboost,1
electrodynamic,launch,1
survivable,tether,1
survivable,tethers,1
experiment,tethers,1
mast,tethers,1
experiment,survivable,1
mast,survivable,1
nanocomposite,tpl,1
sulfur,tpl,1
batteries,nanocomposite,1
nanocomposite,sulfur,1
batteries,sulfur,5
microbatteries,power,1
cp,power,1
lithography,power,1
cp,microbatteries,1
lithography,microbatteries,1
cp,tpl,1
lithography,tpl,1
cp,lithography,1
capacitors,multilayer,1
capacitors,family,1
capacitors,prototype,1
family,multilayer,1
multilayer,temperature,1
multilayer,prototype,1
family,temperature,1
family,prototype,1
prototype,temperature,2
etalon,tunable,3
devices,etalon,1
fabry,tunable,1
devices,fabry,1
perot,tunable,1
devices,perot,1
devices,tunable,1
aluminum,mmcs,3
al2o3,aluminum,1
aluminum,ceramic,1
aluminum,consolidation,1
al2o3,mmcs,1
ceramic,mmcs,1
consolidation,mmcs,1
al2o3,ceramic,1
al2o3,consolidation,1
ceramic,consolidation,1
accidents,failures,1
failures,fatal,1
controller,failures,1
actuator,failures,1
accidents,fatal,1
accidents,controller,1
accidents,actuator,1
controller,fatal,1
actuator,fatal,1
actuator,controller,1
excited,pumping,1
excited,response,1
detector,excited,1
microwave,pumping,1
microwave,response,1
detector,microwave,1
pumping,response,1
detector,pumping,1
detector,response,1
heat,packaging,1
aln,packaging,1
packaging,thermal,3
exchangers,packaging,1
aln,thermal,1
aln,exchangers,1
exchangers,thermal,4
constructing,propose,1
constructing,ka,1
constructing,transmit,1
constructing,new,1
ka,propose,1
propose,transmit,1
new,propose,1
ka,transmit,1
ka,new,1
new,transmit,1
fuel,hydrocarbon,2
fuel,purity,1
hydrogen,steam,4
hydrocarbon,hydrogen,1
hydrogen,purity,1
hydrocarbon,steam,1
purity,steam,1
hydrocarbon,purity,1
blowing,fan,2
blowing,noise,2
blowing,flow,2
blowing,wake,2
fan,noise,7
fan,flow,4
fan,wake,2
flow,noise,5
noise,wake,5
flow,wake,3
packaged,shifter,1
rf,shifter,1
loss,shifter,1
shifter,switches,1
packaged,rf,1
loss,packaged,1
packaged,switches,1
loss,rf,2
rf,switches,1
loss,switches,1
cryocooler,thermodynamic,2
cryocooler,innovative,2
cryocooler,cycle,4
cryocooler,oxygen,2
innovative,thermodynamic,2
cycle,thermodynamic,2
oxygen,thermodynamic,2
cycle,innovative,2
innovative,oxygen,2
cycle,oxygen,2
rtm,temperature,1
rtm,triton,2
resins,rtm,1
temperature,triton,1
temperature,viscosity,1
resins,temperature,1
triton,viscosity,1
resins,triton,1
resins,viscosity,1
ambient,oxidation,1
metal,oxidation,1
ambient,catalyst,2
ambient,metal,1
catalysts,metal,1
catalyst,metal,1
wastes,water,2
steam,wastes,1
200,core,1
core,hole,1
core,intent,1
core,depth,1
200,hole,1
200,intent,1
hole,intent,1
depth,hole,1
depth,intent,1
bn,cvi,1
bn,powder,1
bn,cf,1
bn,ep,1
cvi,powder,1
cf,cvi,1
cvi,ep,1
cf,powder,1
ep,powder,1
cf,ep,1
foam,porous,1
foam,fuel,2
foam,reactors,1
fuel,porous,1
carbide,porous,1
porous,reactors,1
fuel,reactors,1
carbide,reactors,1
deposition,oxidation,1
interface,oxidation,1
oxidation,protection,2
cmc,deposition,1
deposition,protection,1
cmc,protection,1
interface,protection,1
healing,tps,3
multifunctional,tps,3
aerogel,carbon,3
aerogel,healing,3
aerogel,multifunctional,3
carbon,healing,3
carbon,multifunctional,2
healing,multifunctional,3
polyimide,sails,1
areal,sails,1
densities,sails,1
sails,scalable,1
areal,polyimide,1
densities,polyimide,1
polyimide,scalable,1
areal,densities,1
areal,scalable,1
densities,scalable,1
power,propose,1
power,range,1
propose,sic,1
range,sic,1
propose,switch,1
range,switch,1
propose,range,1
training,web,1
courses,training,1
automation,training,1
human,web,1
courses,human,1
automation,human,2
courses,web,1
automation,web,1
automation,courses,1
seismic,stations,1
data,stations,1
instrument,stations,1
application,stations,1
data,seismic,1
instrument,seismic,1
application,seismic,1
data,instrument,2
application,data,2
application,instrument,1
associate,uav,1
aiding,uav,1
decision,uav,1
atm,uav,1
aiding,associate,1
associate,decision,1
associate,atm,1
aiding,decision,1
aiding,atm,1
atm,decision,2
carbon,isotope,1
great,isotope,1
isotope,sensitive,1
biologic,isotope,1
carbon,great,1
carbon,sensitive,1
biologic,carbon,1
great,sensitive,1
biologic,great,1
biologic,sensitive,1
arc,reflectometry,1
arc,wiring,1
arc,wires,1
fault,reflectometry,1
reflectometry,wiring,1
reflectometry,wires,1
fault,wiring,1
fault,wires,1
wires,wiring,1
containers,storage,1
containers,insulation,1
containers,contract,1
containers,sizes,1
contract,storage,1
sizes,storage,1
contract,insulation,1
insulation,sizes,1
contract,sizes,1
panels,sandwich,2
ballistic,sandwich,1
molding,sandwich,1
composite,panels,2
ballistic,panels,1
molding,panels,1
ballistic,composite,1
composite,molding,1
ballistic,molding,1
ev,tandem,2
gaas,tandem,2
efficiency,ev,2
ev,gaas,2
efficiency,gaas,2
cell,gaas,4
gossamer,optics,1
5mm,gossamer,1
correction,gossamer,1
actuator,gossamer,1
5mm,optics,1
correction,optics,1
actuator,optics,1
5mm,correction,1
5mm,actuator,1
actuator,correction,1
mirror,primary,1
mirror,mm,1
mirror,replication,1
coronagraphic,primary,1
coronagraphic,mm,1
coronagraphic,replication,1
mm,primary,1
primary,replication,1
mm,replication,1
distortions,optical,1
optical,tolerances,1
apertures,optical,1
distortions,mirror,1
mirror,tolerances,1
apertures,mirror,1
distortions,tolerances,1
apertures,distortions,1
apertures,tolerances,1
epoxy,nanotube,1
nanotube,polymer,1
composites,epoxy,3
epoxy,polymer,1
epoxy,nanotubes,3
gan,minority,1
al,minority,1
diffusion,minority,1
carrier,minority,1
al,gan,2
diffusion,gan,1
carrier,gan,1
al,diffusion,1
al,carrier,1
carrier,diffusion,1
aerodynamic,mdo,1
aeroservoelastic,mdo,1
mdo,shape,3
aeroelastic,mdo,1
aerodynamic,aeroservoelastic,2
aerodynamic,shape,1
aeroservoelastic,shape,2
aeroelastic,aeroservoelastic,2
aeroelastic,shape,1
margins,toolbox,1
lco,margins,1
margins,nonlinear,1
margins,nonlinearity,1
fatigue,tps,1
random,tps,1
modeling,tps,2
fatigue,panels,1
fatigue,random,1
fatigue,modeling,1
panels,random,1
modeling,panels,1
modeling,random,1
automation,operations,3
mission,operations,1
necessary,operations,1
approach,operations,1
automation,mission,1
automation,necessary,1
approach,automation,1
mission,necessary,1
approach,mission,1
approach,necessary,1
crossed,displays,2
crossed,facilities,2
beam,crossed,2
crossed,rocket,2
displays,facilities,2
beam,displays,2
displays,rocket,2
beam,facilities,2
facilities,rocket,2
beam,rocket,3
environmental,management,1
environmental,wireless,1
environmental,remote,1
end,environmental,2
management,wireless,1
management,remote,1
end,management,1
remote,wireless,1
end,wireless,1
end,remote,1
containment,damage,3
damage,fan,3
blade,damage,3
containment,fan,3
blade,containment,3
composite,containment,2
blade,fan,9
composite,fan,2
blade,composite,2
pointing,reference,3
mhd,pointing,3
low,pointing,3
instrument,pointing,3
mhd,reference,3
low,reference,3
instrument,reference,3
low,mhd,3
instrument,mhd,3
instrument,low,3
adaptive,waypoints,2
smoothing,waypoints,2
smooth,waypoints,2
paths,waypoints,2
adaptive,smoothing,2
adaptive,smooth,2
adaptive,paths,2
smooth,smoothing,2
paths,smoothing,2
paths,smooth,2
guidance,satellite,2
guarantee,guidance,2
convergence,guidance,2
guidance,module,2
guarantee,satellite,2
convergence,satellite,2
module,satellite,2
convergence,guarantee,2
guarantee,module,2
convergence,module,2
layer,optic,2
optic,piezoelectric,2
acellent,optic,2
fiber,layer,2
fiber,piezoelectric,2
acellent,fiber,2
layer,piezoelectric,2
acellent,layer,2
acellent,piezoelectric,2
bluetooth,medical,2
medical,wireless,2
instruments,medical,2
highly,medical,2
bluetooth,wireless,2
bluetooth,instruments,2
bluetooth,highly,2
instruments,wireless,2
highly,wireless,2
highly,instruments,2
combustion,emissions,1
combustion,engines,3
combustion,crossing,1
emissions,instability,1
engines,instability,1
crossing,instability,1
emissions,engines,1
crossing,emissions,1
crossing,engines,1
coilable,emc,3
ct,emc,3
aec,emc,3
able,emc,3
coilable,ct,3
aec,coilable,3
able,coilable,3
aec,ct,3
able,ct,3
able,aec,3
mast,stiff,3
deployable,mast,3
mast,soft,3
mast,rods,3
deployable,stiff,3
soft,stiff,3
rods,stiff,3
deployable,soft,3
deployable,rods,4
rods,soft,3
array,pv,3
pv,ultraflex,3
film,pv,3
array,ultraflex,3
array,film,4
solar,ultraflex,5
film,ultraflex,3
boom,stiffness,1
boom,rods,1
deployable,stiffness,1
coilable,deployable,1
coilable,stiffness,1
coilable,rods,1
civil,tiltrotor,2
civil,testing,2
civil,rotary,2
civil,method,2
testing,tiltrotor,2
rotary,tiltrotor,2
method,tiltrotor,2
rotary,testing,2
method,testing,4
method,rotary,2
bacteria,pathogens,4
mast,pathogens,3
bacterial,pathogens,3
detect,pathogens,3
bacteria,mast,3
bacteria,bacterial,4
bacteria,detect,3
bacterial,mast,3
detect,mast,3
bacterial,detect,3
layers,nanostructures,1
nanostructures,yield,1
nanostructures,self,1
nanostructures,storage,1
layers,yield,1
layers,self,1
layers,storage,1
self,yield,1
storage,yield,1
self,storage,1
cell,gravity,3
cell,impressively,3
cell,eukaryotic,3
gravity,populations,3
impressively,populations,3
eukaryotic,populations,3
gravity,impressively,3
eukaryotic,gravity,3
eukaryotic,impressively,3
psd,spectral,3
incipient,spectral,3
detection,spectral,3
fault,spectral,3
incipient,psd,3
detection,psd,3
fault,psd,3
detection,incipient,3
fault,incipient,3
detection,fault,4
experimental,tool,3
acoustic,experimental,3
analytical,experimental,3
data,experimental,3
acoustic,tool,3
analytical,tool,3
acoustic,analytical,3
acoustic,data,5
analytical,data,4
interface,stand,3
engines,stand,3
propellant,stand,3
engines,interface,3
interface,test,3
interface,propellant,3
engines,test,3
engines,propellant,3
propellant,test,3
agnc,imu,2
agnc,hyperspectral,2
agnc,gps,2
agnc,phase,2
hyperspectral,imu,2
imu,phase,2
gps,hyperspectral,2
hyperspectral,phase,2
gps,phase,2
operator,robot,4
operator,rule,2
operator,teach,2
operator,verbal,2
robot,rule,2
robot,teach,2
robot,verbal,2
rule,teach,2
teach,verbal,2
imu,navigation,1
imu,sensor,1
imu,orthogonal,1
mems,navigation,1
mems,orthogonal,1
navigation,sensor,2
navigation,orthogonal,1
orthogonal,sensor,1
opc,qos,1
network,opc,1
ip,opc,1
layer,opc,1
network,qos,1
ip,qos,1
layer,qos,1
layer,network,1
ip,layer,1
lan,transfer,1
lan,speed,1
lan,varies,1
lan,server,1
speed,transfer,1
transfer,varies,1
server,transfer,1
speed,varies,1
server,speed,1
server,varies,1
rlv,takeoff,3
reusable,rlv,3
reduces,rlv,3
rlv,tolerance,3
reusable,takeoff,3
reduces,takeoff,3
takeoff,tolerance,3
reduces,reusable,3
reusable,tolerance,3
reduces,tolerance,3
filters,task,2
capability,filters,2
filters,sale,2
filter,task,2
capability,filter,2
filter,sale,2
capability,task,2
sale,task,2
capability,sale,2
bone,stiffness,2
bone,general,2
bone,experiments,2
bone,project,2
general,stiffness,2
experiments,stiffness,2
project,stiffness,2
experiments,general,2
general,project,2
experiments,project,2
chip,mcs,3
mcs,multichannel,3
mcs,photon,3
mcs,provides,3
chip,multichannel,3
chip,photon,4
chip,provides,3
multichannel,photon,3
multichannel,provides,3
photon,provides,3
cascade,so2,2
laser,so2,2
quantum,so2,2
sensor,so2,2
cascade,laser,3
cascade,quantum,2
cascade,sensor,3
laser,quantum,2
laser,sensor,4
quantum,sensor,2
2k,adr,2
adr,heat,2
adr,switches,2
adr,dr,2
2k,heat,2
2k,switches,2
2k,dr,2
heat,switches,2
dr,heat,2
dr,switches,2
20k,ptc,1
20k,stage,1
20k,temperatures,1
20k,60k,1
ptc,stage,1
ptc,temperatures,3
60k,ptc,1
stage,temperatures,1
60k,stage,1
60k,temperatures,1
creep,nanotubes,1
creep,reinforce,1
creep,fibers,1
creep,turbomachinery,1
nanotubes,reinforce,1
nanotubes,turbomachinery,1
fibers,reinforce,1
reinforce,turbomachinery,1
fibers,turbomachinery,1
diamond,nanotubes,1
aligned,diamond,1
diamond,nanocrystalline,1
aligned,nanotubes,1
nanocrystalline,nanotubes,1
electron,nanotubes,1
aligned,nanocrystalline,1
aligned,electron,1
electron,nanocrystalline,1
isotropic,sic,1
carbide,isotropic,1
density,isotropic,1
functionally,isotropic,1
carbide,sic,5
density,sic,2
functionally,sic,1
carbide,density,1
carbide,functionally,1
density,functionally,1
composite,sic,6
interfacial,sic,2
converted,sic,2
porosity,sic,2
composite,interfacial,2
composite,converted,2
composite,porosity,2
converted,interfacial,2
interfacial,porosity,2
converted,porosity,2
helical,introduction,3
amplifiers,helical,3
efficiency,helical,3
circuit,helical,4
amplifiers,introduction,3
efficiency,introduction,3
circuit,introduction,3
amplifiers,efficiency,3
amplifiers,circuit,3
circuit,efficiency,3
collaboration,telescience,3
internet,telescience,3
educational,telescience,3
audio,telescience,3
collaboration,internet,3
collaboration,educational,3
audio,collaboration,3
educational,internet,3
audio,internet,3
audio,educational,3
data,internet,4
internet,java,1
internet,products,1
internet,live,1
data,java,1
data,products,1
data,live,1
java,products,1
java,live,1
live,products,1
api,diagnostics,1
diagnostics,toolkit,1
diagnostics,tool,1
diagnostics,real,1
api,toolkit,1
api,tool,1
api,real,1
tool,toolkit,2
real,toolkit,1
real,tool,1
coatings,control,2
coatings,discharge,2
charge,coatings,2
conductive,control,2
control,discharge,2
charge,control,2
conductive,discharge,2
charge,conductive,2
breath,saw,1
concentration,saw,2
saw,unsafe,1
co2,saw,1
breath,concentration,1
breath,unsafe,1
breath,co2,1
concentration,unsafe,1
co2,concentration,2
co2,unsafe,1
celled,foams,3
foams,open,3
foams,polyurethane,2
foams,rigid,2
celled,open,3
